name,ttm,12/31/2023,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
			NetIncomeContinuousOperations,"82,541,000,000","21,870,000,000","22,291,000,000","20,081,000,000","18,299,000,000","16,425,000,000","17,556,000,000","16,740,000,000","16,728,000,000","18,765,000,000","20,505,000,000","16,458,000,000","15,457,000,000","15,463,000,000","13,893,000,000","11,202,000,000","10,752,000,000","11,649,000,000","10,678,000,000","13,187,000,000","8,809,000,000","8,420,000,000","8,824,000,000","8,873,000,000","7,424,000,000","-6,302,000,000","6,576,000,000","6,513,000,000","5,486,000,000","6,267,000,000","5,667,000,000","3,122,000,000","3,756,000,000","5,018,000,000","4,902,000,000","-3,195,000,000","4,985,000,000","5,863,000,000","4,540,000,000","4,612,000,000","5,660,000,000","6,558,000,000","5,244,000,000","4,965,000,000","6,055,000,000","6,377,000,000","4,466,000,000","-492,000,000","5,108,000,000","6,624,000,000","5,738,000,000","5,874,000,000","5,232,000,000","6,634,000,000","5,410,000,000","4,518,000,000","4,006,000,000","6,662,000,000","3,574,000,000","3,045,000,000","2,977,000,000","4,174,000,000","4,373,000,000","4,297,000,000","4,388,000,000","4,707,000,000","4,289,000,000","3,035,000,000","4,926,000,000","2,626,000,000","3,478,000,000","2,828,000,000","2,977,000,000","3,653,000,000","3,141,000,000","3,700,000,000","2,563,000,000","3,463,000,000","2,528,000,000","2,690,000,000","1,315,000,000","1,549,000,000","2,614,000,000","1,921,000,000","2,142,000,000","1,865,000,000","2,041,000,000","1,525,000,000","2,738,000,000","2,283,000,000","1,283,000,000","65,000,000","2,451,000,000","2,624,000,000","2,581,000,000","2,409,000,000","2,385,000,000","2,436,000,000","2,191,000,000","2,202,000,000","1,917,000,000","1,983,000,000","1,683,000,000","1,357,000,000","1,337,000,000","1,133,000,000","663,000,000","1,057,000,000","1,042,000,000","741,000,000","614,000,000","559,000,000","562,000,000","575,000,000","499,000,000","368,000,000","396,000,000","373,000,000","316,000,000","362,000,000","256,000,000","289,000,000","239,000,000","265,000,000","243,000,000","236,000,000","209,000,000","210,100,000","178,800,000","175,200,000","144,000,000","138,400,000","123,800,000","112,900,000","87,600,000","80,000,000","75,200,000","74,500,000","49,600,000","45,300,000","41,100,000","47,500,000","36,600,000","30,000,000","37,300,000","35,300,000","21,300,000","17,300,000","19,100,000","19,700,000","15,800,000","11,600,000","10,600,000","8,600,000","8,600,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"-375,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","7,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"82,541,000,000","21,870,000,000","22,291,000,000","20,081,000,000","18,299,000,000","16,425,000,000","17,556,000,000","16,740,000,000","16,728,000,000","18,765,000,000","20,505,000,000","16,458,000,000","15,457,000,000","15,463,000,000","13,893,000,000","11,202,000,000","10,752,000,000","11,649,000,000","10,678,000,000","13,187,000,000","8,809,000,000","8,420,000,000","8,824,000,000","8,873,000,000","7,424,000,000","-6,302,000,000","6,576,000,000","6,513,000,000","5,486,000,000","6,267,000,000","5,667,000,000","3,122,000,000","3,756,000,000","5,018,000,000","4,902,000,000","-3,195,000,000","4,985,000,000","5,863,000,000","4,540,000,000","4,612,000,000","5,660,000,000","6,558,000,000","5,244,000,000","4,965,000,000","6,055,000,000","6,377,000,000","4,466,000,000","-492,000,000","5,108,000,000","6,624,000,000","5,738,000,000","5,874,000,000","5,232,000,000","6,634,000,000","5,410,000,000","4,518,000,000","4,006,000,000","6,662,000,000","3,574,000,000","3,045,000,000","2,977,000,000","4,174,000,000","4,373,000,000","4,297,000,000","4,388,000,000","4,707,000,000","4,289,000,000","3,035,000,000","4,926,000,000","2,626,000,000","3,478,000,000","2,828,000,000","2,977,000,000","3,653,000,000","3,141,000,000","3,700,000,000","2,563,000,000","3,463,000,000","2,528,000,000","2,690,000,000","1,315,000,000","1,549,000,000","2,614,000,000","1,921,000,000","2,142,000,000","1,865,000,000","2,041,000,000","1,525,000,000","2,738,000,000","2,283,000,000","1,283,000,000","65,000,000","2,451,000,000","2,624,000,000","2,206,000,000","2,409,000,000","2,385,000,000","2,429,000,000","2,184,000,000","2,195,000,000","1,910,000,000","1,976,000,000","1,676,000,000","1,350,000,000","1,330,000,000","1,126,000,000","656,000,000","1,050,000,000","1,035,000,000","740,000,000","614,000,000","559,000,000","562,000,000","575,000,000","499,000,000","368,000,000","396,000,000","373,000,000","316,000,000","362,000,000","256,000,000","289,000,000","239,000,000","265,000,000","243,000,000","236,000,000","209,000,000","210,100,000","178,800,000","175,200,000","144,000,000","138,400,000","123,800,000","112,900,000","87,600,000","80,000,000","75,200,000","74,500,000","49,600,000",,,,,,,,,,,,,,,,
BasicEPS,"11.1","2.94","3","2.7","2.46","2.2","2.35","2.24","2.23","2.5","2.73","2.19","2.05","2.05","1.84","1.48","1.41","1.53","1.4","1.72","1.15","1.09","1.15","1.15","0.96","-0.82","0.85","0.84","0.71","0.81","0.73","0.4","0.48","0.63","0.61","-0.4","0.61","0.71","0.55","0.56","0.68","0.79","0.63","0.59","0.72","0.76","0.53","-0.06","0.61","0.79","0.68",,"0.62","0.78","0.63",,"0.46","0.75","0.4",,"0.33","0.47","0.48",,"0.47","0.5","0.46",,"0.51","0.27","0.35",,"0.29","0.35","0.29",,"0.24","0.32","0.23",,"0.12","0.14","0.24",,"0.2","0.17","0.19",,"0.25","0.21","0.12",,"0.23","0.245","0.21",,"0.23","0.235","0.215",,"0.19","0.2","0.17",,"0.14","0.12","0.07",,"0.11","0.075","0.065",,"0.055","0.06","0.05",,"0.04","0.04","0.035",,"0.03","0.03","0.025",,"0.025","0.025","0.025",,"0.02","0.02","0.02",,"0.015","0.015","0.01",,"0.01","0.01","0.01",,"0.01","0.01","0.005",,"0.005","0.005","0.005",,"0.005","0.005","0.005",,"0.005","0.005","0.005"
DilutedEPS,"11.06","2.93","2.99","2.69","2.45","2.2","2.35","2.23","2.22","2.48","2.71","2.17","2.03","2.03","1.82","1.46","1.4","1.51","1.38","1.71","1.14","1.08","1.14","1.14","0.95","-0.82","0.84","0.83","0.7","0.8","0.72","0.39","0.47","0.62","0.61","-0.4","0.61","0.71","0.54","0.55","0.68","0.78","0.62","0.59","0.72","0.76","0.53","-0.06","0.6","0.78","0.68",,"0.61","0.77","0.62",,"0.45","0.74","0.4",,"0.33","0.47","0.48",,"0.47","0.5","0.45",,"0.5","0.26","0.35",,"0.29","0.34","0.29",,"0.23","0.32","0.23",,"0.12","0.14","0.24",,"0.2","0.17","0.19",,"0.25","0.205","0.115",,"0.22","0.235","0.2",,"0.215","0.22","0.2",,"0.175","0.18","0.155",,"0.125","0.105","0.065",,"0.1","0.075","0.06",,"0.055","0.06","0.05",,"0.04","0.04","0.035",,"0.03","0.03","0.025",,"0.025","0.025","0.025",,"0.02","0.02","0.02",,"0.015","0.015","0.01",,"0.01","0.01","0.01",,"0.01","0.01","0.005",,"0.005","0.005","0.005",,"0.005","0.005","0.005",,"0.005","0.005","0.005"
BasicAverageShares,"7,434,500,000","7,432,000,000","7,429,000,000","7,434,000,000","7,441,000,000","7,451,000,000","7,457,000,000","7,474,000,000","7,493,000,000","7,505,000,000","7,513,000,000","7,527,000,000","7,539,000,000","7,555,000,000","7,566,000,000","7,580,000,000","7,602,000,000","7,621,000,000","7,634,000,000","7,655,000,000","7,672,000,000","7,692,000,000","7,673,000,000","7,683,000,000","7,698,000,000","7,710,000,000","7,708,000,000","7,715,000,000","7,725,000,000","7,755,000,000","7,789,000,000","7,842,000,000","7,895,000,000","7,964,000,000","7,996,000,000","8,061,000,000","8,167,000,000","8,228,000,000","8,249,000,000","8,246,000,000","8,284,000,000","8,326,000,000","8,339,000,000","8,345,000,000","8,364,000,000","8,393,000,000","8,396,000,000","8,388,000,000","8,401,000,000","8,402,000,000","8,392,000,000",,"8,420,000,000","8,497,000,000","8,614,000,000",,"8,767,000,000","8,856,000,000","8,914,000,000",,"8,891,000,000","8,903,000,000","9,084,000,000",,"9,307,000,000","9,361,000,000","9,380,000,000",,"9,725,000,000","9,806,000,000","9,929,000,000",,"10,303,000,000","10,560,000,000","10,696,000,000",,"10,856,000,000","10,877,000,000","10,873,000,000",,"10,785,000,000","10,810,000,000","10,811,000,000",,"10,715,000,000","10,703,000,000","10,739,000,000",,"10,830,000,000","10,790,000,000","10,796,000,000",,"10,672,000,000","10,660,000,000","10,598,000,000",,"10,418,000,000","10,326,000,000","10,258,000,000",,"10,110,000,000","9,996,000,000","9,858,823,529",,"9,732,000,000","9,696,000,000","9,640,000,000",,"9,409,090,909","9,866,666,667","9,446,153,846",,"10,218,181,818","9,583,333,333","9,980,000,000",,"9,900,000,000","9,325,000,000","9,028,571,429",,"8,533,333,333","9,633,333,333","9,560,000,000",,"9,720,000,000","9,440,000,000","8,360,000,000",,"8,940,000,000","8,760,000,000","7,200,000,000",,"8,253,333,333","7,526,666,667","8,760,000,000",,"7,520,000,000","7,450,000,000","7,911,504,000",,"7,799,744,000","7,752,544,000","7,719,776,000",,"7,658,752,000","7,583,104,000","7,583,104,000",,"7,342,400,000","7,342,400,000","7,342,400,000",,"7,110,816,000","7,117,928,640","7,117,928,640"
DilutedAverageShares,"7,465,000,000","7,468,000,000","7,462,000,000","7,467,000,000","7,464,000,000","7,473,000,000","7,485,000,000","7,506,000,000","7,534,000,000","7,555,000,000","7,567,000,000","7,581,000,000","7,597,000,000","7,616,000,000","7,637,000,000","7,650,000,000","7,675,000,000","7,691,000,000","7,710,000,000","7,730,000,000","7,744,000,000","7,768,000,000","7,766,000,000","7,775,000,000","7,794,000,000","7,710,000,000","7,799,000,000","7,806,000,000","7,813,000,000","7,830,000,000","7,876,000,000","7,929,000,000","7,985,000,000","8,051,000,000","8,084,000,000","8,061,000,000","8,237,000,000","8,297,000,000","8,351,000,000","8,345,000,000","8,367,000,000","8,395,000,000","8,434,000,000","8,442,000,000","8,429,000,000","8,444,000,000","8,494,000,000","8,388,000,000","8,498,000,000","8,465,000,000","8,490,000,000",,"8,510,000,000","8,570,000,000","8,695,000,000",,"8,876,000,000","8,951,000,000","8,983,000,000",,"8,904,000,000","8,914,000,000","9,183,000,000",,"9,428,000,000","9,503,000,000","9,513,000,000",,"9,862,000,000","9,942,000,000","10,010,000,000",,"10,415,000,000","10,638,000,000","10,772,000,000",,"10,931,000,000","10,956,000,000","10,920,000,000",,"10,856,000,000","10,899,000,000","10,885,000,000",,"10,837,000,000","10,846,000,000","10,933,000,000",,"11,129,000,000","11,112,000,000","11,134,000,000",,"11,126,000,000","11,140,000,000","11,114,000,000",,"11,086,000,000","11,076,000,000","11,054,000,000",,"11,024,000,000","10,977,777,778","10,812,903,226",,"10,740,000,000","10,672,000,000","10,664,000,000",,"10,350,000,000","9,866,666,667","10,233,333,333",,"10,218,181,818","9,583,333,333","9,980,000,000",,"9,900,000,000","9,325,000,000","9,028,571,429",,"8,533,333,333","9,633,333,333","9,560,000,000",,"9,720,000,000","9,440,000,000","8,360,000,000",,"8,940,000,000","8,760,000,000","7,200,000,000",,"8,253,333,333","7,526,666,667","8,760,000,000",,"7,520,000,000","7,450,000,000","7,911,504,000",,"7,799,744,000","7,752,544,000","7,719,776,000",,"7,658,752,000","7,583,104,000","7,583,104,000",,"7,342,400,000","7,342,400,000","7,342,400,000",,"7,110,816,000","7,117,928,640","7,117,928,640"
TotalOperatingIncomeAsReported,"100,533,000,000","27,032,000,000","26,895,000,000","24,254,000,000","22,352,000,000","20,399,000,000","21,518,000,000","20,534,000,000","20,364,000,000","22,247,000,000","20,238,000,000","19,095,000,000","17,048,000,000","17,897,000,000","15,876,000,000","13,407,000,000","12,975,000,000","13,891,000,000","12,686,000,000","12,405,000,000","10,341,000,000","10,258,000,000","9,955,000,000","10,379,000,000","8,292,000,000","8,679,000,000","7,708,000,000","5,330,000,000","6,723,000,000","7,905,000,000","6,715,000,000","3,080,000,000","5,283,000,000","6,026,000,000","5,793,000,000","-2,053,000,000","6,594,000,000","7,776,000,000","5,844,000,000","6,482,000,000","6,974,000,000","7,969,000,000","6,334,000,000","6,073,000,000","7,612,000,000","7,771,000,000","5,308,000,000","192,000,000","6,374,000,000","7,994,000,000","7,203,000,000","6,171,000,000","5,709,000,000","8,165,000,000","7,116,000,000","5,930,000,000","5,173,000,000","8,513,000,000","4,482,000,000","3,987,000,000","4,438,000,000","5,939,000,000","5,999,000,000","5,684,000,000","4,409,000,000","6,481,000,000","5,918,000,000","3,989,000,000","6,589,000,000","3,472,000,000","4,474,000,000","3,881,000,000","3,888,000,000","4,657,000,000","4,046,000,000","2,989,000,000","3,329,000,000","4,749,000,000","3,494,000,000","3,133,000,000","1,278,000,000","1,475,000,000","3,148,000,000","2,193,000,000","2,744,000,000","2,233,000,000","3,028,000,000","2,874,000,000","3,298,000,000","2,841,000,000","2,897,000,000","2,751,000,000","2,998,000,000","3,194,000,000","2,777,000,000","2,629,000,000","2,735,000,000","2,931,000,000","2,789,000,000","2,958,000,000","2,230,000,000","2,749,000,000","2,082,000,000","1,923,000,000","1,927,000,000","1,663,000,000","1,427,000,000","1,579,000,000","1,568,000,000","1,081,000,000","902,000,000","810,000,000","774,000,000","786,000,000","708,000,000","532,000,000","549,000,000","520,000,000","437,000,000","488,000,000","480,000,000","415,000,000","343,000,000","373,000,000","338,000,000","326,000,000","289,000,000","296,000,000","251,000,000","246,100,000","202,900,000","194,000,000","173,500,000","159,300,000","123,000,000","110,500,000","106,400,000","107,000,000","69,400,000",,,,,,,,,,,,,,,,
TotalExpenses,"127,050,000,000","34,988,000,000","29,622,000,000","31,935,000,000","30,505,000,000","32,348,000,000","28,604,000,000","31,331,000,000","28,996,000,000","29,481,000,000","25,079,000,000","27,057,000,000","24,658,000,000","25,179,000,000","21,278,000,000","24,626,000,000","22,046,000,000","23,015,000,000","20,369,000,000","21,312,000,000","20,230,000,000","22,213,000,000","19,129,000,000","19,706,000,000","18,527,000,000","20,239,000,000","16,830,000,000","17,681,000,000","16,489,000,000","17,921,000,000","15,213,000,000","16,424,000,000","15,248,000,000","17,770,000,000","14,586,000,000","15,795,000,000","14,945,000,000","18,451,000,000","16,217,000,000","16,773,000,000","13,429,000,000","16,550,000,000","12,195,000,000","13,823,000,000","12,877,000,000","13,685,000,000","10,700,000,000","11,674,000,000","11,033,000,000","12,891,000,000","10,169,000,000","11,196,000,000","10,719,000,000","11,788,000,000","9,079,000,000","10,050,000,000","9,330,000,000","10,509,000,000","8,438,000,000","9,112,000,000","9,210,000,000","10,690,000,000","9,062,000,000","10,153,000,000","10,045,000,000","9,886,000,000","7,844,000,000","9,382,000,000","7,809,000,000","9,070,000,000","6,337,000,000","7,923,000,000","7,012,000,000","7,180,000,000","5,695,000,000","7,172,000,000","6,291,000,000","6,069,000,000","5,695,000,000","6,159,000,000","7,897,000,000","8,678,000,000","5,067,000,000","5,872,000,000","5,091,000,000","6,308,000,000","4,718,000,000","4,379,000,000","3,947,000,000","4,900,000,000","3,229,000,000","3,704,000,000","3,405,000,000","3,356,000,000","2,989,000,000","3,175,000,000","2,921,000,000","3,181,000,000","2,595,000,000","3,567,000,000","2,365,000,000","2,446,000,000","2,111,000,000","2,072,000,000","1,847,000,000","1,922,000,000","1,703,000,000","1,596,000,000","1,640,000,000","1,599,000,000","1,393,000,000","1,445,000,000","1,431,000,000","1,409,000,000","1,308,000,000","1,089,000,000","1,038,000,000","962,000,000","810,000,000","805,000,000","764,000,000","714,000,000","640,000,000","666,000,000","620,000,000","612,000,000","529,000,000","519,400,000","429,900,000","435,800,000","377,600,000","332,600,000","313,400,000","301,200,000","246,400,000","226,400,000","204,500,000","193,400,000","165,800,000",,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"82,541,000,000","21,870,000,000","22,291,000,000","20,081,000,000","18,299,000,000","16,425,000,000","17,556,000,000","16,740,000,000","16,728,000,000","18,765,000,000","20,505,000,000","16,458,000,000","15,457,000,000","15,463,000,000","13,893,000,000","11,202,000,000","10,752,000,000","11,649,000,000","10,678,000,000","13,187,000,000","8,809,000,000","8,420,000,000","8,824,000,000","8,873,000,000","7,424,000,000","-6,302,000,000","6,576,000,000","6,513,000,000","5,486,000,000","6,267,000,000","5,667,000,000","3,122,000,000","3,756,000,000","5,018,000,000","4,902,000,000","-3,195,000,000","4,985,000,000","5,863,000,000","4,540,000,000","4,612,000,000","5,660,000,000","6,558,000,000","5,244,000,000","4,965,000,000","6,055,000,000","6,377,000,000","4,466,000,000","-492,000,000","5,108,000,000","6,624,000,000","5,738,000,000","5,874,000,000","5,232,000,000","6,634,000,000","5,410,000,000","4,518,000,000","4,006,000,000","6,662,000,000","3,574,000,000","3,045,000,000","2,977,000,000","4,174,000,000","4,373,000,000","4,297,000,000","4,388,000,000","4,707,000,000","4,289,000,000","3,035,000,000","4,926,000,000","2,626,000,000","3,478,000,000","2,828,000,000","2,977,000,000","3,653,000,000","3,141,000,000","3,700,000,000","2,563,000,000","3,463,000,000","2,528,000,000","2,690,000,000","1,315,000,000","1,549,000,000","2,614,000,000","1,921,000,000","2,142,000,000","1,865,000,000","2,041,000,000","1,525,000,000","2,738,000,000","2,283,000,000","1,283,000,000","65,000,000","2,451,000,000","2,624,000,000","2,581,000,000","2,409,000,000","2,385,000,000","2,436,000,000","2,191,000,000","2,202,000,000","1,917,000,000","1,983,000,000","1,683,000,000","1,357,000,000","1,337,000,000","1,133,000,000","663,000,000","1,057,000,000","1,042,000,000","741,000,000","614,000,000","559,000,000","562,000,000","575,000,000","499,000,000","368,000,000","396,000,000","373,000,000","316,000,000","362,000,000","256,000,000","289,000,000","239,000,000","265,000,000","243,000,000","236,000,000","209,000,000","210,100,000","178,800,000","175,200,000","144,000,000","138,400,000","123,800,000","112,900,000","87,600,000","80,000,000","75,200,000","74,500,000","49,600,000",,,,,,,,,,,,,,,,
NormalizedIncome,"82,544,262,167.77","22,002,840,000","22,385,300,000","19,990,855,987.382","18,167,780,000","16,612,920,000","17,601,360,000","16,805,368,282.325","16,876,570,000","18,520,980,000","20,206,000,000","16,166,242,617.882","15,190,600,000","15,130,360,000","13,663,380,000","11,113,532,409.477","10,909,920,000","11,500,430,000","10,735,960,000","12,988,440,000","8,698,120,000","8,370,590,000","8,613,300,000","8,013,947,378.277","7,030,120,000","-6,676,400,000","6,154,520,000","6,160,800,000","4,700,600,000","5,635,200,000","5,198,880,000","3,550,144,009.561","3,649,500,000","4,887,280,000","4,846,820,000","1,543,800,000","5,007,040,000","5,711,500,000","5,226,840,000","4,469,649,992.398","5,473,700,000","6,429,350,000","5,152,160,000","4,894,706,265.256","5,911,000,000","6,264,660,000","4,369,610,000","3,178,550,000","5,024,800,000","6,392,000,000","5,579,210,000","5,899,098,591.549","4,957,591,369.295","6,478,780,000","5,448,161,825.726","4,021,500,000","4,004,499,906.385","6,503,755,938.309","3,485,493,809.024","3,048,675,760.502","3,382,754,074.074","4,526,398,722.951","4,529,934,568.519","4,248,759,550.938","4,228,353,430.353","4,615,206,598.24","4,248,290,379.665","3,736,365,546.218","4,656,062,831.731","2,396,181,865.966","3,086,802,618.528","2,519,164,866.134","2,681,714,716.107","3,311,664,590.228","2,791,846,660.808","2,852,861,952.862","2,229,977,516.34","3,183,628,554.846","2,341,063,344.818","2,276,042,116.631","707,800,000","984,874,567.474","2,102,725,455.012","1,733,389,257.063","1,825,758,523.616","1,595,595,146.379","2,013,536,593.371","2,259,284,440.481","2,529,895,678.092","2,190,510,277.033","2,254,598,834.128","2,102,551,020.408","2,316,992,345.544","2,401,593,055.91","2,114,651,090.343","1,734,664,749.384","2,021,275,947.966","2,119,867,786.508","2,015,456,024.096","1,922,525,383.707","1,449,613,428.281","1,786,714,847.591","1,399,922,493.008","1,249,765,804.598","1,252,503,159.942","1,064,507,909.605","798,000,000","1,026,447,109.471","1,019,248,908.297","702,650,000","586,061,375.661","526,500,000","503,458,333.333","510,677,966.102","458,820,779.221","357,908,592.322","367,236,486.486","348,222,621.185","293,188,959.66","327,140,740.741","321,675,392.67","273,824,200.913","226,455,801.105","253,448,717.949","230,067,226.891","221,717,579.251","196,745,928.339","201,260,841.424","170,706,732.598","167,313,620.489","138,014,170.997","133,846,460.618","119,661,838.44","109,999,816.514","84,840,944.882","75,170,068.027","72,344,303.797","72,799,086.758","47,218,655.693",,,,,,,,,,,,,,,,
InterestIncome,"3,553,000,000","734,000,000","1,166,000,000","905,000,000","748,000,000","700,000,000","641,000,000","552,000,000","519,000,000","503,000,000","520,000,000","497,000,000","519,000,000","545,000,000","570,000,000","595,000,000","673,000,000","688,000,000","724,000,000","709,000,000","668,000,000","704,000,000","681,000,000",,"575,000,000","530,000,000","473,000,000",,,,,,,,,,,,,,,,,,,,,,,"182,000,000","211,000,000","269,000,000","216,000,000","205,000,000","210,000,000",,"204,000,000","197,000,000","203,000,000","160,000,000","164,000,000","175,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"2,412,000,000","909,000,000","525,000,000","482,000,000","496,000,000","490,000,000","500,000,000","496,000,000","503,000,000","525,000,000","539,000,000","553,000,000","633,000,000","571,000,000","589,000,000","686,000,000","614,000,000","654,000,000","637,000,000","669,000,000","671,000,000","672,000,000","674,000,000","672,000,000","691,000,000","698,000,000","672,000,000","655,000,000","609,000,000","521,000,000","437,000,000","345,000,000","340,000,000","309,000,000","249,000,000","247,000,000","211,000,000","162,000,000","161,000,000","169,000,000","175,000,000","135,000,000","118,000,000","120,000,000","109,000,000","105,000,000","95,000,000",,"95,000,000","95,000,000","94,000,000","94,000,000","84,000,000","72,000,000","45,000,000",,"38,000,000","38,000,000","38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"1,141,000,000","-175,000,000","641,000,000","423,000,000","252,000,000","210,000,000","141,000,000","56,000,000","16,000,000","-22,000,000","-19,000,000","-56,000,000","-114,000,000","-26,000,000","-19,000,000","-91,000,000","59,000,000","34,000,000","87,000,000","40,000,000","-3,000,000","32,000,000","7,000,000","-672,000,000","-116,000,000","-168,000,000","-199,000,000","-655,000,000","-609,000,000","-521,000,000","-437,000,000","-345,000,000","-340,000,000","-309,000,000","-249,000,000","-247,000,000","-211,000,000","-162,000,000","-161,000,000","-169,000,000","-175,000,000","-135,000,000","-118,000,000","-120,000,000","-109,000,000","-105,000,000","-95,000,000",,"-95,000,000","-95,000,000","-94,000,000","175,000,000","132,000,000","133,000,000","165,000,000","-641,000,000","166,000,000","159,000,000","165,000,000","160,000,000","164,000,000","175,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
